TIME,TARGET_BIN,DETECTED_BIN
15:39:06,P,
15:39:06,P,
15:39:06,P,
15:39:06,P,
15:39:06,P,
15:39:06,P,
15:39:06,P,
15:39:06,P,
15:39:06,P,
15:39:06,P,
15:39:06,P,
15:39:06,P,
15:39:06,P,
15:39:06,P,
15:39:06,P,
15:39:06,P,
15:39:06,P,
15:39:06,P,
15:39:06,P,
15:39:06,P,
15:39:06,P,
15:39:06,P,
15:39:06,P,
15:39:06,P,
15:39:06,P,
15:39:06,P,
15:39:06,P,
15:39:06,P,
15:39:06,P,
15:39:06,P,
15:39:06,P,
15:39:06,P,
15:39:06,P,
15:39:06,P,
15:39:06,P,
15:39:06,P,
15:39:06,P,
15:39:13,P,
15:39:13,P,
15:39:13,P,
15:39:13,P,
15:39:13,P,
15:39:13,P,
15:39:13,P,
15:39:13,P,
15:39:13,P,
15:39:13,P,
15:39:13,P,
15:39:13,P,
15:39:13,P,
15:39:13,P,
15:39:13,P,
15:39:13,P,
15:39:13,P,
15:39:13,P,
15:39:13,P,
15:39:13,P,
15:39:13,P,
15:39:13,P,
15:39:13,P,
15:39:13,P,
15:39:13,P,
15:39:13,P,
15:39:13,P,
15:39:13,P,
15:39:13,P,
15:39:13,P,
15:39:13,P,
15:51:09,P,
15:51:09,P,
15:51:09,P,
15:51:09,P,
15:51:09,P,
15:51:09,P,
15:51:09,P,
15:51:09,P,
15:51:09,P,
15:51:09,P,
15:51:09,P,
15:51:09,P,
15:51:09,P,
15:51:09,P,
15:51:09,P,
15:51:09,P,
15:51:09,P,
15:51:09,P,
15:51:09,P,
15:51:09,P,
15:51:09,P,
15:51:09,P,
15:51:09,P,
15:51:09,P,
15:51:09,P,
15:51:09,P,
15:51:09,P,
