TIME,RESIDUAL_BIN,PLASTIC_BIN
11:29:02,8,0
11:31:36,8,0
11:36:16,0,0
11:38:49,0,0
12:06:09,8,0
12:08:49,100,0
12:10:43,8,0
12:13:09,8,0
12:18:58,8,0
12:19:58,8,0
12:20:58,8,0
12:21:58,8,0
12:22:58,8,0
12:23:58,0,0
12:24:58,0,0
12:25:59,0,0
12:26:59,0,0
12:28:34,0,0
12:30:21,8,0
12:32:21,0,0
12:34:22,8,0
15:28:48,0,0
15:31:35,0,0
